CONTA,    PRODUÇÃO  ,    IMPORTAÇÃO  ,VARIAÇÃO DE ESTOQUES,    EXPORTAÇÃO  ,    NÃO-APROVEITADA  ,    REINJEÇÃO  ,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,    RESIDENCIAL  ,    COMERCIAL  ,    PÚBLICO,    AGROPECUÁRIO  ,      RODOVIÁRIO  ,      FERROVIÁRIO  ,      AÉREO ,      HIDROVIÁRIO  ,   INDUSTRIAL - TOTAL  ,CONSUMO NÃO-IDENTIFICADO,Ano
 ENERGIA HIDRÁULICA ,4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 LENHA ,31897,0,0,0,0,0,0,0,18593,179,12,4369,0,24,0,7,3801,0,1973
 PRODUTOS DA CANA ,4644,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,4029,0,1973
 OUTRAS FONTES PRIMÁRIAS ,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,1973
 ENERGIA PRIMÁRIA TOTAL ,52584,36316,-3819,-854,-427,-406,67,215,18593,179,12,4369,0,26,0,7,8147,0,1973
 ÓLEO DIESEL ,0,214,-139,-496,0,0,0,113,0,54,114,936,5769,414,0,396,338,0,1973
 ÓLEO COMBUSTIVEL ,0,338,301,-1928,0,0,0,1334,0,115,46,73,0,29,0,589,8327,0,1973
 GASOLINA ,0,319,69,-22,0,0,0,0,0,0,0,0,10541,0,103,0,0,0,1973
 GLP ,0,182,-61,-23,0,0,0,0,1677,53,4,0,0,0,0,0,72,0,1973
 NAFTA ,0,0,136,-78,0,0,879,0,0,0,0,0,0,0,0,0,52,0,1973
 QUEROSENE ,0,45,-55,-96,0,0,16,0,466,0,14,0,0,0,991,0,77,0,1973
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-26,0,0,103,109,20,2,0,0,0,0,0,223,0,1973
 COQUE DE CARVÃO MINERAL ,0,95,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,0,1973
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 ELETRICIDADE,0,0,0,-2,0,0,0,220,941,622,458,45,0,51,0,0,2538,0,1973
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,566,38,0,17,0,0,0,0,1604,0,1973
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,14,-39,0,0,143,0,0,0,0,0,164,0,0,0,0,0,1973
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,41,0,-313,0,0,537,0,0,0,0,0,0,0,0,81,0,1973
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,470,-202,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,1973
 ALCATRÃO ,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,18,0,1973
 ENERGIA SECUNDÁRIA TOTAL ,0,1668,99,-2688,-340,0,2332,2309,3761,904,641,1072,16476,496,1095,986,14617,0,1973
 TOTAL  ,52584,37985,-3720,-3543,-767,-406,2400,2525,22354,1084,653,5441,16476,522,1095,993,22765,0,1973
 PETRÓLEO ,8313,25706,-494,-1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 GÁS NATURAL ,1231,0,0,0,-562,-373,44,87,0,0,0,0,0,0,0,0,19,0,1972
 CARVÃO VAPOR ,656,0,-10,0,0,0,0,0,0,0,0,0,0,10,0,0,83,0,1972
 CARVÃO METALÚRGICO ,537,1373,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 ENERGIA HIDRÁULICA ,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 LENHA ,32143,0,0,0,0,0,0,0,18998,185,13,4524,0,26,0,8,3760,0,1972
 PRODUTOS DA CANA ,4298,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,3716,0,1972
 OUTRAS FONTES PRIMÁRIAS ,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,1972
 ENERGIA PRIMÁRIA TOTAL ,51840,27079,-589,-1051,-562,-373,44,161,18998,185,13,4524,0,37,0,8,7786,0,1972
 ÓLEO DIESEL ,0,0,-267,-349,0,0,0,59,0,58,94,711,4863,367,0,342,330,0,1972
 ÓLEO COMBUSTIVEL ,0,80,-392,-1143,0,0,0,1099,0,101,40,46,0,35,0,451,6765,0,1972
 GASOLINA ,0,135,-91,-25,0,0,0,0,0,0,0,0,8988,0,87,0,0,0,1972
 GLP ,0,458,-105,-14,0,0,0,0,1526,47,4,0,0,0,0,0,52,0,1972
 NAFTA ,0,0,263,0,0,0,520,0,0,0,0,0,0,0,0,0,55,0,1972
 QUEROSENE ,0,24,5,-64,0,0,12,0,427,0,14,0,0,0,840,0,63,0,1972
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-32,0,0,90,106,17,2,0,0,0,0,0,198,0,1972
 COQUE DE CARVÃO MINERAL ,0,126,-17,0,0,0,0,6,0,0,0,0,0,0,0,0,1248,0,1972
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 ELETRICIDADE,0,0,0,-2,0,0,0,209,854,550,404,38,0,52,0,0,2176,0,1972
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,528,35,0,18,0,0,0,0,1516,0,1972
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,21,-2,0,0,161,0,0,0,0,0,208,0,0,0,0,0,1972
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,58,0,0,0,0,431,0,0,0,0,0,0,0,0,71,0,1972
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,470,-202,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,1972
 ALCATRÃO ,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,18,0,1972
 ENERGIA SECUNDÁRIA TOTAL ,0,1296,-728,-1602,-32,0,1982,1896,3443,809,561,814,14060,456,927,794,12497,0,1972
 TOTAL  ,51840,28375,-1317,-2653,-595,-373,2027,2057,22441,995,575,5338,14060,493,927,802,20284,0,1972
 PETRÓLEO ,8521,20434,-966,-766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 GÁS NATURAL ,1169,0,0,0,-635,-270,18,81,0,0,0,0,0,0,0,0,10,0,1971
 CARVÃO VAPOR ,653,0,-41,0,0,0,0,0,0,0,0,0,0,16,0,0,76,0,1971
 CARVÃO METALÚRGICO ,532,1236,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 ENERGIA HIDRÁULICA ,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 LENHA ,31807,0,0,0,0,0,0,0,19058,185,15,4710,0,28,0,9,3806,0,1971
 PRODUTOS DA CANA ,3841,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,3289,0,1971
 OUTRAS FONTES PRIMÁRIAS ,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,1971
 ENERGIA PRIMÁRIA TOTAL ,50473,21671,-934,-766,-635,-270,18,165,19058,185,15,4710,0,44,0,9,7336,0,1971
 ÓLEO DIESEL ,0,192,14,-135,0,0,0,53,0,60,68,531,4269,350,0,300,334,0,1971
 ÓLEO COMBUSTIVEL ,0,411,-210,-313,0,0,0,933,0,90,35,23,0,46,0,369,6240,0,1971
 GASOLINA ,0,90,107,0,0,0,0,0,0,0,0,0,8020,0,81,0,0,0,1971
 GLP ,0,430,-104,0,0,0,0,0,1393,30,3,0,0,0,0,0,47,0,1971
 NAFTA ,0,0,61,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1971
 QUEROSENE ,0,19,-76,-48,0,0,9,0,419,0,15,0,0,0,738,0,49,0,1971
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-42,0,0,88,105,17,2,0,0,0,0,0,182,0,1971
 COQUE DE CARVÃO MINERAL ,0,82,-84,0,0,0,0,8,0,0,0,0,0,0,0,0,1155,0,1971
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 ELETRICIDADE,0,0,0,-1,0,0,0,210,793,488,359,33,0,53,0,0,1917,0,1971
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,483,34,0,19,0,0,0,0,1273,0,1971
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-18,-2,0,0,164,0,0,0,0,0,135,0,0,0,0,0,1971
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,14,0,0,0,0,469,0,0,0,0,0,0,0,0,59,0,1971
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,438,-104,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,1971
 ALCATRÃO ,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,17,0,1971
 ENERGIA SECUNDÁRIA TOTAL ,0,1664,-399,-502,-42,0,1408,1762,3195,720,485,607,12425,450,820,669,11279,0,1971
 TOTAL  ,50473,23335,-1334,-1269,-678,-270,1427,1928,22254,906,500,5317,12425,495,820,678,18615,0,1971
 PETRÓLEO ,8160,17845,-277,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 GÁS NATURAL ,1254,0,0,0,-868,-216,2,65,0,0,0,0,0,0,0,0,2,0,1970
 CARVÃO VAPOR ,611,0,-28,0,0,0,0,0,0,0,0,0,0,16,0,0,71,0,1970
 CARVÃO METALÚRGICO ,503,1453,-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 ENERGIA HIDRÁULICA ,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 LENHA ,31851,0,0,0,0,0,0,0,19070,191,15,4900,0,32,0,10,4124,0,1970
 PRODUTOS DA CANA ,3600,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,3059,0,1970
 OUTRAS FONTES PRIMÁRIAS ,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,1970
 ENERGIA PRIMÁRIA TOTAL ,49628,19298,-456,-65,-868,-216,2,154,19070,191,15,4900,0,49,0,10,7400,0,1970
 ÓLEO DIESEL ,0,0,-42,-47,0,0,0,55,0,64,42,392,3893,348,0,268,326,0,1970
 ÓLEO COMBUSTIVEL ,0,0,-69,-748,0,0,0,885,0,80,31,11,0,77,0,309,5205,0,1970
 GASOLINA ,0,78,-27,0,0,0,0,0,0,0,0,0,7368,0,77,0,0,0,1970
 GLP ,0,415,-97,0,0,0,0,0,1297,22,2,0,0,0,0,0,44,0,1970
 NAFTA ,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1970
 QUEROSENE ,0,8,-54,-122,0,0,6,0,447,0,16,0,0,0,634,0,32,0,1970
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-55,0,0,85,104,15,3,0,0,0,0,0,173,0,1970
 COQUE DE CARVÃO MINERAL ,0,72,-24,0,0,0,0,9,0,0,0,0,0,0,0,0,1172,0,1970
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 ELETRICIDADE,0,0,0,-1,0,0,0,178,719,443,306,27,0,55,0,0,1680,0,1970
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,437,32,0,19,0,0,0,0,1100,0,1970
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-7,0,0,0,211,0,0,0,0,0,98,0,0,0,0,0,1970
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,15,0,-50,0,0,181,0,0,0,0,0,0,0,0,45,0,1970
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,368,-53,0,0,0,1201,0,0,0,0,0,0,0,0,0,0,0,1970
 ALCATRÃO ,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,17,0,1970
 ENERGIA SECUNDÁRIA TOTAL ,0,942,-346,-920,-106,0,1468,1397,3005,658,401,450,11361,481,711,577,9798,0,1970
 TOTAL  ,49628,20241,-802,-985,-974,-216,1470,1551,22075,849,417,5351,11361,530,711,587,17199,0,1970
